Subject,Task,Contrast,Gradient,Value
22,Semantic,Probe_SCB,3,0.1865
22,Semantic,Probe_MCB,1,-0.2217
22,Semantic,Probe_MCB,2,0.0993
22,Semantic,Probe_MCB,3,0.137
22,Semantic,Dots_SCB,1,-0.0694
22,Semantic,Dots_SCB,2,-0.0064
22,Semantic,Dots_SCB,3,0.0651
22,Semantic,Dots_MCB,1,-0.0685
22,Semantic,Dots_MCB,2,-0.0189
22,Semantic,Dots_MCB,3,0.1599
22,Semantic,Decision_SCB,1,-0.1051
22,Semantic,Decision_SCB,2,0.2133
22,Semantic,Decision_SCB,3,0.031
22,Semantic,Decision_MCB,1,-0.0211
22,Semantic,Decision_MCB,2,0.1563
22,Semantic,Decision_MCB,3,-0.0172
22,Context,Probe_SCB,1,0.0146
22,Context,Probe_SCB,2,0.0862
22,Context,Probe_SCB,3,0.1152
22,Context,Probe_MCB,1,0.0327
22,Context,Probe_MCB,2,0.1376
22,Context,Probe_MCB,3,0.0731
22,Context,Dots_SCB,1,0.0789
22,Context,Dots_SCB,2,-0.0764
22,Context,Dots_SCB,3,0.113
22,Context,Dots_MCB,1,0.125
22,Context,Dots_MCB,2,-0.0455
22,Context,Dots_MCB,3,0.108
22,Context,Decision_SCB,1,0.0362
22,Context,Decision_SCB,2,0.2921
22,Context,Decision_SCB,3,-0.0176
22,Context,Decision_MCB,1,-0.0355
22,Context,Decision_MCB,2,0.2556
22,Context,Decision_MCB,3,-0.0011
23,Semantic,Probe_SCB,1,0.0283
23,Semantic,Probe_SCB,2,0.2907
23,Semantic,Probe_SCB,3,-0.1049
23,Semantic,Probe_MCB,1,-0.0362
23,Semantic,Probe_MCB,2,0.3003
23,Semantic,Probe_MCB,3,-0.094
23,Semantic,Dots_SCB,1,0.0994
23,Semantic,Dots_SCB,2,0.1486
23,Semantic,Dots_SCB,3,-0.149
23,Semantic,Dots_MCB,1,0.1394
23,Semantic,Dots_MCB,2,0.1059
23,Semantic,Dots_MCB,3,0.0557
23,Semantic,Decision_SCB,1,-0.1789
23,Semantic,Decision_SCB,2,0.2738
23,Semantic,Decision_SCB,3,0.0031
23,Semantic,Decision_MCB,1,-0.109
23,Semantic,Decision_MCB,2,0.3071
23,Semantic,Decision_MCB,3,-0.1015
23,Context,Probe_SCB,1,-0.0129
23,Context,Probe_SCB,2,0.3425
23,Context,Probe_SCB,3,-0.0413
23,Context,Probe_MCB,1,-0.024
23,Context,Probe_MCB,2,0.3491
23,Context,Probe_MCB,3,-0.0441
23,Context,Dots_SCB,1,0.1031
23,Context,Dots_SCB,2,0.0962
23,Context,Dots_SCB,3,0.0409
23,Context,Dots_MCB,1,0.1661
23,Context,Dots_MCB,2,0.0678
23,Context,Dots_MCB,3,0.0214
23,Context,Decision_SCB,1,-0.1551
23,Context,Decision_SCB,2,0.3504
23,Context,Decision_SCB,3,-0.0308
23,Context,Decision_MCB,1,-0.1984
23,Context,Decision_MCB,2,0.3487
23,Context,Decision_MCB,3,-0.0037
24,Semantic,Probe_SCB,1,-0.227
24,Semantic,Probe_SCB,2,0.2301
24,Semantic,Probe_SCB,3,0.0265
24,Semantic,Probe_MCB,1,-0.2286
24,Semantic,Probe_MCB,2,0.206
24,Semantic,Probe_MCB,3,0.0011
24,Semantic,Dots_SCB,1,-0.3
24,Semantic,Dots_SCB,2,-0.0218
24,Semantic,Dots_SCB,3,0.1252
24,Semantic,Dots_MCB,1,-0.2299
24,Semantic,Dots_MCB,2,0.0234
24,Semantic,Dots_MCB,3,0.1575
24,Semantic,Decision_SCB,1,0.0282
24,Semantic,Decision_SCB,2,0.3072
24,Semantic,Decision_SCB,3,0.0638
24,Semantic,Decision_MCB,1,-0.0347
24,Semantic,Decision_MCB,2,0.3325
24,Semantic,Decision_MCB,3,-0.0375
24,Context,Probe_SCB,1,-0.0348
24,Context,Probe_SCB,2,0.2445
24,Context,Probe_SCB,3,-0.0327
24,Context,Probe_MCB,1,-0.0423
24,Context,Probe_MCB,2,0.1693
24,Context,Probe_MCB,3,-0.0212
24,Context,Dots_SCB,1,0.0314
24,Context,Dots_SCB,2,0.0365
24,Context,Dots_SCB,3,-0.0247
24,Context,Dots_MCB,1,-0.0018
24,Context,Dots_MCB,2,0.1466
24,Context,Dots_MCB,3,-0.0384
24,Context,Decision_SCB,1,-0.0941
24,Context,Decision_SCB,2,0.2984
24,Context,Decision_SCB,3,0.0077
24,Context,Decision_MCB,1,-0.1118
24,Context,Decision_MCB,2,0.3167
24,Context,Decision_MCB,3,-0.0835
50,Semantic,Probe_SCB,1,-0.0406
50,Semantic,Probe_SCB,2,0.2338
50,Semantic,Probe_SCB,3,0.0688
50,Semantic,Probe_MCB,1,-0.0603
50,Semantic,Probe_MCB,2,0.1845
50,Semantic,Probe_MCB,3,0.0854
50,Semantic,Dots_SCB,1,0.0494
50,Semantic,Dots_SCB,2,0.1433
50,Semantic,Dots_SCB,3,0.0385
50,Semantic,Dots_MCB,1,0.0091
50,Semantic,Dots_MCB,2,0.1985
50,Semantic,Dots_MCB,3,0.0845
50,Semantic,Decision_SCB,1,-0.2924
50,Semantic,Decision_SCB,2,0.1486
50,Semantic,Decision_SCB,3,0.1119
50,Semantic,Decision_MCB,1,-0.2442
50,Semantic,Decision_MCB,2,0.1646
50,Semantic,Decision_MCB,3,0.0854
50,Context,Probe_SCB,1,-0.0663
50,Context,Probe_SCB,2,0.4241
50,Context,Probe_SCB,3,-0.0039
50,Context,Probe_MCB,1,-0.0759
50,Context,Probe_MCB,2,0.3953
50,Context,Probe_MCB,3,-0.0032
50,Context,Dots_SCB,1,0.1206
50,Context,Dots_SCB,2,0.328
50,Context,Dots_SCB,3,-0.0562
50,Context,Dots_MCB,1,0.0236
50,Context,Dots_MCB,2,0.3411
50,Context,Dots_MCB,3,-0.0048
50,Context,Decision_SCB,1,-0.2125
50,Context,Decision_SCB,2,0.2815
50,Context,Decision_SCB,3,0.0508
50,Context,Decision_MCB,1,-0.1085
50,Context,Decision_MCB,2,0.2161
50,Context,Decision_MCB,3,0.033
51,Semantic,Probe_SCB,1,0.0119
51,Semantic,Probe_SCB,2,0.0728
51,Semantic,Probe_SCB,3,0.032
51,Semantic,Probe_MCB,1,-0.1065
51,Semantic,Probe_MCB,2,0.0159
51,Semantic,Probe_MCB,3,0.0273
51,Semantic,Dots_SCB,1,-0.0216
51,Semantic,Dots_SCB,2,0.0409
51,Semantic,Dots_SCB,3,0.0835
51,Semantic,Dots_MCB,1,0.0145
51,Semantic,Dots_MCB,2,-0.0323
51,Semantic,Dots_MCB,3,0.0978
51,Semantic,Decision_SCB,1,0.1855
51,Semantic,Decision_SCB,2,0.0212
51,Semantic,Decision_SCB,3,-0.1627
51,Semantic,Decision_MCB,1,0.0914
51,Semantic,Decision_MCB,2,0.1408
51,Semantic,Decision_MCB,3,-0.1587
51,Context,Probe_SCB,1,-0.0347
51,Context,Probe_SCB,2,0.1434
51,Context,Probe_SCB,3,0.0665
51,Context,Probe_MCB,1,0.0062
51,Context,Probe_MCB,2,0.0844
51,Context,Probe_MCB,3,0.088
51,Context,Dots_SCB,1,-0.0457
51,Context,Dots_SCB,2,0.0465
51,Context,Dots_SCB,3,0.1317
51,Context,Dots_MCB,1,-0.1925
51,Context,Dots_MCB,2,0.1101
51,Context,Dots_MCB,3,0.0659
51,Context,Decision_SCB,1,-0.022
51,Context,Decision_SCB,2,0.18
51,Context,Decision_SCB,3,0.0124
51,Context,Decision_MCB,1,0.1434
51,Context,Decision_MCB,2,0.0015
51,Context,Decision_MCB,3,-0.0208
52,Semantic,Probe_SCB,1,0.0486
52,Semantic,Probe_SCB,2,0.1366
52,Semantic,Probe_SCB,3,0.0304
52,Semantic,Probe_MCB,1,0.0344
52,Semantic,Probe_MCB,2,0.1636
52,Semantic,Probe_MCB,3,0.0247
52,Semantic,Dots_SCB,1,0.0656
52,Semantic,Dots_SCB,2,0.1206
52,Semantic,Dots_SCB,3,0.1233
52,Semantic,Dots_MCB,1,0.1125
52,Semantic,Dots_MCB,2,0.1323
52,Semantic,Dots_MCB,3,-0.1075
52,Semantic,Decision_SCB,1,-0.0591
52,Semantic,Decision_SCB,2,-0.0619
52,Semantic,Decision_SCB,3,-0.0877
52,Semantic,Decision_MCB,1,-0.1
52,Semantic,Decision_MCB,2,0.0093
52,Semantic,Decision_MCB,3,0.0963
52,Context,Probe_SCB,1,-0.0721
52,Context,Probe_SCB,2,0.1469
52,Context,Probe_SCB,3,0.1547
52,Context,Probe_MCB,1,-0.133
52,Context,Probe_MCB,2,0.1654
52,Context,Probe_MCB,3,0.1284
52,Context,Dots_SCB,1,-0.1028
52,Context,Dots_SCB,2,0.0956
52,Context,Dots_SCB,3,0.1308
52,Context,Dots_MCB,1,-0.1081
52,Context,Dots_MCB,2,0.0811
52,Context,Dots_MCB,3,0.1116
52,Context,Decision_SCB,1,-0.0542
52,Context,Decision_SCB,2,0.1009
52,Context,Decision_SCB,3,-0.0457
52,Context,Decision_MCB,1,0.0945
52,Context,Decision_MCB,2,0.0426
52,Context,Decision_MCB,3,-0.098
53,Semantic,Probe_SCB,1,-0.1422
53,Semantic,Probe_SCB,2,0.1529
53,Semantic,Probe_SCB,3,0.185
53,Semantic,Probe_MCB,1,-0.1063
53,Semantic,Probe_MCB,2,0.1668
53,Semantic,Probe_MCB,3,0.209
53,Semantic,Dots_SCB,1,-0.1702
53,Semantic,Dots_SCB,2,0.0763
53,Semantic,Dots_SCB,3,0.1754
53,Semantic,Dots_MCB,1,-0.189
53,Semantic,Dots_MCB,2,0.0786
53,Semantic,Dots_MCB,3,0.1214
53,Semantic,Decision_SCB,1,0.117
53,Semantic,Decision_SCB,2,-0.0178
53,Semantic,Decision_SCB,3,-0.0401
53,Semantic,Decision_MCB,1,-0.0158
53,Semantic,Decision_MCB,2,0.0131
53,Semantic,Decision_MCB,3,-0.0516
53,Context,Probe_SCB,1,-0.1142
53,Context,Probe_SCB,2,0.2307
53,Context,Probe_SCB,3,0.0458
53,Context,Probe_MCB,1,-0.1045
53,Context,Probe_MCB,2,0.2677
53,Context,Probe_MCB,3,0.0508
53,Context,Dots_SCB,1,-0.0967
53,Context,Dots_SCB,2,0.1729
53,Context,Dots_SCB,3,0.0443
53,Context,Dots_MCB,1,0.0393
53,Context,Dots_MCB,2,0.0748
53,Context,Dots_MCB,3,-0.0585
53,Context,Decision_SCB,1,-0.0702
53,Context,Decision_SCB,2,0.0842
53,Context,Decision_SCB,3,0.0976
53,Context,Decision_MCB,1,0.0149
53,Context,Decision_MCB,2,-0.002
53,Context,Decision_MCB,3,0.1059
54,Semantic,Probe_SCB,1,-0.0185
54,Semantic,Probe_SCB,2,0.0446
54,Semantic,Probe_SCB,3,0.0631
54,Semantic,Probe_MCB,1,-0.0198
54,Semantic,Probe_MCB,2,0.0381
54,Semantic,Probe_MCB,3,0.0171
54,Semantic,Dots_SCB,1,0.1326
54,Semantic,Dots_SCB,2,0.0014
54,Semantic,Dots_SCB,3,0.0215
54,Semantic,Dots_MCB,1,0.1823
54,Semantic,Dots_MCB,2,-0.0015
54,Semantic,Dots_MCB,3,0.1345
54,Semantic,Decision_SCB,1,-0.1701
54,Semantic,Decision_SCB,2,0.2127
54,Semantic,Decision_SCB,3,0.0314
54,Semantic,Decision_MCB,1,-0.2399
54,Semantic,Decision_MCB,2,0.2001
54,Semantic,Decision_MCB,3,-0.0564
54,Context,Probe_SCB,1,-0.0123
54,Context,Probe_SCB,2,0.2627
54,Context,Probe_SCB,3,0.0314
54,Context,Probe_MCB,1,0.0014
54,Context,Probe_MCB,2,0.2518
54,Context,Probe_MCB,3,0.0397
54,Context,Dots_SCB,1,0.152
54,Context,Dots_SCB,2,0.1828
54,Context,Dots_SCB,3,0.0764
54,Context,Dots_MCB,1,0.1243
54,Context,Dots_MCB,2,0.2081
54,Context,Dots_MCB,3,0.0641
54,Context,Decision_SCB,1,-0.109
54,Context,Decision_SCB,2,0.2291
54,Context,Decision_SCB,3,-0.102
54,Context,Decision_MCB,1,-0.214
54,Context,Decision_MCB,2,0.1889
54,Context,Decision_MCB,3,-0.0912
55,Semantic,Probe_SCB,1,-0.0722
55,Semantic,Probe_SCB,2,0.071
55,Semantic,Probe_SCB,3,-0.0829
55,Semantic,Probe_MCB,1,-0.0721
55,Semantic,Probe_MCB,2,0.0789
55,Semantic,Probe_MCB,3,-0.0697
55,Semantic,Dots_SCB,1,0.0318
55,Semantic,Dots_SCB,2,-0.0076
55,Semantic,Dots_SCB,3,-0.0677
55,Semantic,Dots_MCB,1,0.0009
55,Semantic,Dots_MCB,2,0.001
55,Semantic,Dots_MCB,3,-0.0223
55,Semantic,Decision_SCB,1,-0.0527
55,Semantic,Decision_SCB,2,0.0792
55,Semantic,Decision_SCB,3,-0.0354
55,Semantic,Decision_MCB,1,-0.0351
55,Semantic,Decision_MCB,2,0.0755
55,Semantic,Decision_MCB,3,0.0075
55,Context,Probe_SCB,1,0.0498
55,Context,Probe_SCB,2,0.1009
55,Context,Probe_SCB,3,0.1107
55,Context,Probe_MCB,1,0.1108
55,Context,Probe_MCB,2,0.0644
55,Context,Probe_MCB,3,0.0668
55,Context,Dots_SCB,1,0.0129
55,Context,Dots_SCB,2,0.1238
55,Context,Dots_SCB,3,0.1236
55,Context,Dots_MCB,1,0.0992
55,Context,Dots_MCB,2,0.1029
55,Context,Dots_MCB,3,0.1111
55,Context,Decision_SCB,1,-0.0279
55,Context,Decision_SCB,2,-0.183
55,Context,Decision_SCB,3,-0.1366
55,Context,Decision_MCB,1,-0.1522
55,Context,Decision_MCB,2,-0.0719
55,Context,Decision_MCB,3,-0.1107
